"rental_id","rental_date","inventory_id","customer_id","return_date","staff_id","last_update","rental_period"
227,"2005-05-26 10:51:46",214,301,"2005-05-30 07:24:46",1,"2006-02-16 02:30:53","3 days 20:33:00"
228,"2005-05-26 10:54:28",511,571,"2005-06-04 09:39:28",1,"2006-02-16 02:30:53","8 days 22:45:00"
229,"2005-05-26 11:19:20",1131,312,"2005-05-31 11:56:20",2,"2006-02-16 02:30:53","5 days 00:37:00"
230,"2005-05-26 11:31:50",1085,58,"2005-05-30 15:22:50",1,"2006-02-16 02:30:53","4 days 03:51:00"
231,"2005-05-26 11:31:59",4032,365,"2005-05-27 07:27:59",1,"2006-02-16 02:30:53","19:56:00"
232,"2005-05-26 11:38:05",2945,256,"2005-05-27 08:42:05",2,"2006-02-16 02:30:53","21:04:00"
233,"2005-05-26 11:43:44",715,531,"2005-05-28 17:28:44",2,"2006-02-16 02:30:53","2 days 05:45:00"
234,"2005-05-26 11:47:20",1321,566,"2005-06-03 10:39:20",2,"2006-02-16 02:30:53","7 days 22:52:00"
235,"2005-05-26 11:51:09",3537,119,"2005-06-04 09:36:09",1,"2006-02-16 02:30:53","8 days 21:45:00"
236,"2005-05-26 11:53:49",1265,446,"2005-05-28 13:55:49",1,"2006-02-16 02:30:53","2 days 02:02:00"
237,"2005-05-26 12:15:13",241,536,"2005-05-29 18:10:13",1,"2006-02-16 02:30:53","3 days 05:55:00"
238,"2005-05-26 12:30:22",503,211,"2005-05-27 06:49:22",1,"2006-02-16 02:30:53","18:19:00"
239,"2005-05-26 12:30:26",131,49,"2005-06-01 13:26:26",2,"2006-02-16 02:30:53","6 days 00:56:00"
240,"2005-05-26 12:40:23",3420,103,"2005-06-04 07:22:23",1,"2006-02-16 02:30:53","8 days 18:42:00"
241,"2005-05-26 12:49:01",4438,245,"2005-05-28 11:43:01",2,"2006-02-16 02:30:53","1 day 22:54:00"
242,"2005-05-26 13:05:08",2095,214,"2005-06-02 15:26:08",1,"2006-02-16 02:30:53","7 days 02:21:00"
243,"2005-05-26 13:06:05",1721,543,"2005-06-03 17:28:05",2,"2006-02-16 02:30:53","8 days 04:22:00"
244,"2005-05-26 13:40:40",1041,257,"2005-05-31 11:58:40",1,"2006-02-16 02:30:53","4 days 22:18:00"
245,"2005-05-26 13:46:59",3045,158,"2005-05-27 09:58:59",2,"2006-02-16 02:30:53","20:12:00"
246,"2005-05-26 13:57:07",2829,240,"2005-05-29 10:12:07",2,"2006-02-16 02:30:53","2 days 20:15:00"
247,"2005-05-26 14:01:05",4095,102,"2005-05-28 13:38:05",2,"2006-02-16 02:30:53","1 day 23:37:00"
248,"2005-05-26 14:07:58",1913,545,"2005-05-31 14:03:58",2,"2006-02-16 02:30:53","4 days 23:56:00"
249,"2005-05-26 14:19:09",2428,472,"2005-05-28 17:47:09",2,"2006-02-16 02:30:53","2 days 03:28:00"
250,"2005-05-26 14:30:24",368,539,"2005-05-27 08:50:24",1,"2006-02-16 02:30:53","18:20:00"
251,"2005-05-26 14:35:40",4352,204,"2005-05-29 17:17:40",1,"2006-02-16 02:30:53","3 days 02:42:00"
252,"2005-05-26 14:39:53",1203,187,"2005-06-02 14:48:53",1,"2006-02-16 02:30:53","7 days 00:09:00"
253,"2005-05-26 14:43:14",2969,416,"2005-05-27 12:21:14",1,"2006-02-16 02:30:53","21:38:00"
254,"2005-05-26 14:43:48",1835,390,"2005-05-31 09:19:48",2,"2006-02-16 02:30:53","4 days 18:36:00"
255,"2005-05-26 14:52:15",3264,114,"2005-05-27 12:45:15",1,"2006-02-16 02:30:53","21:53:00"
256,"2005-05-26 15:20:58",3194,436,"2005-05-31 15:58:58",1,"2006-02-16 02:30:53","5 days 00:38:00"
257,"2005-05-26 15:27:05",2570,373,"2005-05-29 16:25:05",2,"2006-02-16 02:30:53","3 days 00:58:00"
258,"2005-05-26 15:28:14",3534,502,"2005-05-30 18:38:14",2,"2006-02-16 02:30:53","4 days 03:10:00"
259,"2005-05-26 15:32:46",30,482,"2005-06-04 15:27:46",2,"2006-02-16 02:30:53","8 days 23:55:00"
260,"2005-05-26 15:42:20",435,21,"2005-05-31 13:21:20",2,"2006-02-16 02:30:53","4 days 21:39:00"
261,"2005-05-26 15:44:23",1369,414,"2005-06-02 09:47:23",2,"2006-02-16 02:30:53","6 days 18:03:00"
262,"2005-05-26 15:46:56",4261,236,"2005-05-28 15:49:56",2,"2006-02-16 02:30:53","2 days 00:03:00"
263,"2005-05-26 15:47:40",1160,449,"2005-05-30 10:07:40",2,"2006-02-16 02:30:53","3 days 18:20:00"
264,"2005-05-26 16:00:49",2069,251,"2005-05-27 10:12:49",2,"2006-02-16 02:30:53","18:12:00"
265,"2005-05-26 16:07:38",2276,303,"2005-06-01 14:20:38",1,"2006-02-16 02:30:53","5 days 22:13:00"
266,"2005-05-26 16:08:05",3303,263,"2005-05-27 10:55:05",2,"2006-02-16 02:30:53","18:47:00"
267,"2005-05-26 16:16:21",1206,417,"2005-05-30 16:53:21",2,"2006-02-16 02:30:53","4 days 00:37:00"
268,"2005-05-26 16:19:08",1714,75,"2005-05-27 14:35:08",1,"2006-02-16 02:30:53","22:16:00"
269,"2005-05-26 16:19:46",3501,322,"2005-05-27 15:59:46",2,"2006-02-16 02:30:53","23:40:00"
270,"2005-05-26 16:20:56",207,200,"2005-06-03 12:40:56",2,"2006-02-16 02:30:53","7 days 20:20:00"
271,"2005-05-26 16:22:01",2388,92,"2005-06-03 17:30:01",2,"2006-02-16 02:30:53","8 days 01:08:00"
272,"2005-05-26 16:27:11",971,71,"2005-06-03 13:10:11",2,"2006-02-16 02:30:53","7 days 20:43:00"
273,"2005-05-26 16:29:36",1590,193,"2005-05-29 18:49:36",2,"2006-02-16 02:30:53","3 days 02:20:00"
274,"2005-05-26 16:48:51",656,311,"2005-06-03 18:17:51",1,"2006-02-16 02:30:53","8 days 01:29:00"
275,"2005-05-26 17:09:53",1718,133,"2005-06-04 22:35:53",1,"2006-02-16 02:30:53","9 days 05:26:00"
276,"2005-05-26 17:16:07",1221,58,"2005-06-03 12:59:07",1,"2006-02-16 02:30:53","7 days 19:43:00"
277,"2005-05-26 17:32:11",1409,45,"2005-05-28 22:54:11",1,"2006-02-16 02:30:53","2 days 05:22:00"
278,"2005-05-26 17:40:58",182,214,"2005-06-02 16:43:58",2,"2006-02-16 02:30:53","6 days 23:03:00"
279,"2005-05-26 18:02:50",661,384,"2005-06-03 18:48:50",2,"2006-02-16 02:30:53","8 days 00:46:00"
280,"2005-05-26 18:36:58",1896,167,"2005-05-27 23:42:58",1,"2006-02-16 02:30:53","1 day 05:06:00"
281,"2005-05-26 18:49:35",1208,582,"2005-05-27 18:11:35",2,"2006-02-16 02:30:53","23:22:00"
282,"2005-05-26 18:56:26",4486,282,"2005-06-01 16:32:26",2,"2006-02-16 02:30:53","5 days 21:36:00"
283,"2005-05-26 19:05:05",3530,242,"2005-05-31 19:19:05",1,"2006-02-16 02:30:53","5 days 00:14:00"
284,"2005-05-26 19:21:44",350,359,"2005-06-04 14:18:44",2,"2006-02-16 02:30:53","8 days 18:57:00"
285,"2005-05-26 19:41:40",2486,162,"2005-05-31 16:58:40",2,"2006-02-16 02:30:53","4 days 21:17:00"
286,"2005-05-26 19:44:51",314,371,"2005-06-04 18:00:51",2,"2006-02-16 02:30:53","8 days 22:16:00"
287,"2005-05-26 19:44:54",3631,17,"2005-06-02 01:10:54",1,"2006-02-16 02:30:53","6 days 05:26:00"
288,"2005-05-26 19:47:49",3546,82,"2005-06-03 20:53:49",2,"2006-02-16 02:30:53","8 days 01:06:00"
289,"2005-05-26 20:01:09",2449,81,"2005-05-28 15:09:09",1,"2006-02-16 02:30:53","1 day 19:08:00"
290,"2005-05-26 20:08:33",2776,429,"2005-05-30 00:32:33",1,"2006-02-16 02:30:53","3 days 04:24:00"
291,"2005-05-26 20:20:47",485,577,"2005-06-03 02:06:47",2,"2006-02-16 02:30:53","7 days 05:46:00"
292,"2005-05-26 20:22:12",4264,515,"2005-06-05 00:58:12",1,"2006-02-16 02:30:53","9 days 04:36:00"
293,"2005-05-26 20:27:02",1828,158,"2005-06-03 16:45:02",2,"2006-02-16 02:30:53","7 days 20:18:00"
294,"2005-05-26 20:29:57",2751,369,"2005-05-28 17:20:57",1,"2006-02-16 02:30:53","1 day 20:51:00"
295,"2005-05-26 20:33:20",4030,65,"2005-05-27 18:23:20",2,"2006-02-16 02:30:53","21:50:00"
296,"2005-05-26 20:35:19",3878,468,"2005-06-04 02:31:19",2,"2006-02-16 02:30:53","8 days 05:56:00"
297,"2005-05-26 20:48:48",1594,48,"2005-05-27 19:52:48",2,"2006-02-16 02:30:53","23:04:00"
298,"2005-05-26 20:52:26",1083,460,"2005-05-29 22:08:26",2,"2006-02-16 02:30:53","3 days 01:16:00"
299,"2005-05-26 20:55:36",4376,448,"2005-05-28 00:25:36",2,"2006-02-16 02:30:53","1 day 03:30:00"
300,"2005-05-26 20:57:00",249,47,"2005-06-05 01:34:00",2,"2006-02-16 02:30:53","9 days 04:37:00"
301,"2005-05-26 21:06:14",3448,274,"2005-06-01 01:54:14",2,"2006-02-16 02:30:53","5 days 04:48:00"
302,"2005-05-26 21:13:46",2921,387,"2005-06-03 15:49:46",2,"2006-02-16 02:30:53","7 days 18:36:00"
303,"2005-05-26 21:16:52",1111,596,"2005-05-27 23:41:52",2,"2006-02-16 02:30:53","1 day 02:25:00"
304,"2005-05-26 21:21:28",1701,534,"2005-06-02 00:05:28",1,"2006-02-16 02:30:53","6 days 02:44:00"
305,"2005-05-26 21:22:07",2665,464,"2005-06-02 22:33:07",2,"2006-02-16 02:30:53","7 days 01:11:00"
306,"2005-05-26 21:31:57",2781,547,"2005-05-28 19:37:57",1,"2006-02-16 02:30:53","1 day 22:06:00"
307,"2005-05-26 21:48:13",1097,375,"2005-06-04 22:24:13",1,"2006-02-16 02:30:53","9 days 00:36:00"
308,"2005-05-26 22:01:39",187,277,"2005-06-04 20:24:39",2,"2006-02-16 02:30:53","8 days 22:23:00"
309,"2005-05-26 22:38:10",1946,251,"2005-06-02 03:10:10",2,"2006-02-16 02:30:53","6 days 04:32:00"
310,"2005-05-26 22:41:07",593,409,"2005-06-02 04:09:07",1,"2006-02-16 02:30:53","6 days 05:28:00"
311,"2005-05-26 22:51:37",2830,201,"2005-06-01 00:02:37",1,"2006-02-16 02:30:53","5 days 01:11:00"
312,"2005-05-26 22:52:19",2008,143,"2005-06-02 18:14:19",2,"2006-02-16 02:30:53","6 days 19:22:00"
313,"2005-05-26 22:56:19",4156,594,"2005-05-29 01:29:19",2,"2006-02-16 02:30:53","2 days 02:33:00"
314,"2005-05-26 23:09:41",2851,203,"2005-05-28 22:49:41",2,"2006-02-16 02:30:53","1 day 23:40:00"
315,"2005-05-26 23:12:55",2847,238,"2005-05-29 23:33:55",1,"2006-02-16 02:30:53","3 days 00:21:00"
316,"2005-05-26 23:22:55",3828,249,"2005-05-29 23:25:55",2,"2006-02-16 02:30:53","3 days 00:03:00"
317,"2005-05-26 23:23:56",26,391,"2005-06-01 19:56:56",2,"2006-02-16 02:30:53","5 days 20:33:00"
318,"2005-05-26 23:37:39",2559,60,"2005-06-03 04:31:39",2,"2006-02-16 02:30:53","7 days 04:54:00"
319,"2005-05-26 23:52:13",3024,77,"2005-05-30 18:55:13",1,"2006-02-16 02:30:53","3 days 19:03:00"
320,"2005-05-27 00:09:24",1090,2,"2005-05-28 04:30:24",2,"2006-02-16 02:30:53","1 day 04:21:00"
322,"2005-05-27 00:47:35",4556,496,"2005-06-02 00:32:35",1,"2006-02-16 02:30:53","5 days 23:45:00"
323,"2005-05-27 00:49:27",2362,144,"2005-05-30 03:12:27",1,"2006-02-16 02:30:53","3 days 02:23:00"
324,"2005-05-27 01:00:04",3364,292,"2005-05-30 04:27:04",1,"2006-02-16 02:30:53","3 days 03:27:00"
325,"2005-05-27 01:09:55",2510,449,"2005-05-31 07:01:55",2,"2006-02-16 02:30:53","4 days 05:52:00"
326,"2005-05-27 01:10:11",3979,432,"2005-06-04 20:25:11",2,"2006-02-16 02:30:53","8 days 19:15:00"
327,"2005-05-27 01:18:57",2678,105,"2005-06-04 04:06:57",1,"2006-02-16 02:30:53","8 days 02:48:00"
328,"2005-05-27 01:29:31",2524,451,"2005-06-01 02:27:31",1,"2006-02-16 02:30:53","5 days 00:58:00"
329,"2005-05-27 01:57:14",2659,231,"2005-05-31 04:19:14",2,"2006-02-16 02:30:53","4 days 02:22:00"
330,"2005-05-27 02:15:30",1536,248,"2005-06-04 05:09:30",2,"2006-02-16 02:30:53","8 days 02:54:00"
331,"2005-05-27 02:22:26",1872,67,"2005-06-05 00:25:26",1,"2006-02-16 02:30:53","8 days 22:03:00"
332,"2005-05-27 02:27:10",1529,299,"2005-06-03 01:26:10",2,"2006-02-16 02:30:53","6 days 22:59:00"
333,"2005-05-27 02:52:21",4001,412,"2005-06-01 00:55:21",2,"2006-02-16 02:30:53","4 days 22:03:00"
334,"2005-05-27 03:03:07",3973,194,"2005-05-29 03:54:07",1,"2006-02-16 02:30:53","2 days 00:51:00"
335,"2005-05-27 03:07:10",1411,16,"2005-06-05 00:15:10",2,"2006-02-16 02:30:53","8 days 21:08:00"
336,"2005-05-27 03:15:23",1811,275,"2005-05-29 22:43:23",1,"2006-02-16 02:30:53","2 days 19:28:00"
337,"2005-05-27 03:22:30",751,19,"2005-06-02 03:27:30",1,"2006-02-16 02:30:53","6 days 00:05:00"
338,"2005-05-27 03:42:52",2596,165,"2005-06-01 05:23:52",2,"2006-02-16 02:30:53","5 days 01:41:00"
339,"2005-05-27 03:47:18",2410,516,"2005-06-04 05:46:18",2,"2006-02-16 02:30:53","8 days 01:59:00"
340,"2005-05-27 03:55:25",946,209,"2005-06-04 07:57:25",2,"2006-02-16 02:30:53","8 days 04:02:00"
341,"2005-05-27 04:01:42",4168,56,"2005-06-05 08:51:42",1,"2006-02-16 02:30:53","9 days 04:50:00"
342,"2005-05-27 04:11:04",4019,539,"2005-05-29 01:28:04",2,"2006-02-16 02:30:53","1 day 21:17:00"
343,"2005-05-27 04:13:41",3301,455,"2005-05-28 08:34:41",1,"2006-02-16 02:30:53","1 day 04:21:00"
344,"2005-05-27 04:30:22",2327,236,"2005-05-29 10:13:22",2,"2006-02-16 02:30:53","2 days 05:43:00"
345,"2005-05-27 04:32:25",1396,144,"2005-05-31 09:50:25",1,"2006-02-16 02:30:53","4 days 05:18:00"
346,"2005-05-27 04:34:41",4319,14,"2005-06-05 04:24:41",2,"2006-02-16 02:30:53","8 days 23:50:00"
347,"2005-05-27 04:40:33",1625,378,"2005-05-28 09:56:33",2,"2006-02-16 02:30:53","1 day 05:16:00"
348,"2005-05-27 04:50:56",1825,473,"2005-06-01 04:43:56",1,"2006-02-16 02:30:53","4 days 23:53:00"
349,"2005-05-27 04:53:11",2920,36,"2005-05-28 06:33:11",2,"2006-02-16 02:30:53","1 day 01:40:00"
350,"2005-05-27 05:01:28",2756,9,"2005-06-04 05:01:28",2,"2006-02-16 02:30:53","8 days"
351,"2005-05-27 05:39:03",3371,118,"2005-06-01 11:10:03",1,"2006-02-16 02:30:53","5 days 05:31:00"
352,"2005-05-27 05:48:19",4369,157,"2005-05-29 09:05:19",1,"2006-02-16 02:30:53","2 days 03:17:00"
353,"2005-05-27 06:03:39",3989,503,"2005-06-03 04:39:39",2,"2006-02-16 02:30:53","6 days 22:36:00"
354,"2005-05-27 06:12:26",2058,452,"2005-06-01 06:48:26",1,"2006-02-16 02:30:53","5 days 00:36:00"
355,"2005-05-27 06:15:33",141,446,"2005-06-01 02:50:33",2,"2006-02-16 02:30:53","4 days 20:35:00"
356,"2005-05-27 06:32:30",2868,382,"2005-05-30 06:24:30",2,"2006-02-16 02:30:53","2 days 23:52:00"
357,"2005-05-27 06:37:15",4417,198,"2005-05-30 07:04:15",2,"2006-02-16 02:30:53","3 days 00:27:00"
358,"2005-05-27 06:43:59",1925,102,"2005-05-29 11:28:59",2,"2006-02-16 02:30:53","2 days 04:45:00"
359,"2005-05-27 06:48:33",1156,152,"2005-05-29 03:55:33",1,"2006-02-16 02:30:53","1 day 21:07:00"
360,"2005-05-27 06:51:14",3489,594,"2005-06-03 01:58:14",1,"2006-02-16 02:30:53","6 days 19:07:00"
361,"2005-05-27 07:03:28",6,587,"2005-05-31 08:01:28",1,"2006-02-16 02:30:53","4 days 00:58:00"
362,"2005-05-27 07:10:25",2324,147,"2005-06-01 08:34:25",1,"2006-02-16 02:30:53","5 days 01:24:00"
363,"2005-05-27 07:14:00",4282,345,"2005-05-28 12:22:00",2,"2006-02-16 02:30:53","1 day 05:08:00"
364,"2005-05-27 07:20:12",833,430,"2005-05-31 10:44:12",2,"2006-02-16 02:30:53","4 days 03:24:00"
365,"2005-05-27 07:31:20",2887,167,"2005-06-04 04:46:20",1,"2006-02-16 02:30:53","7 days 21:15:00"
366,"2005-05-27 07:33:54",360,134,"2005-06-04 01:55:54",2,"2006-02-16 02:30:53","7 days 18:22:00"
367,"2005-05-27 07:37:02",3437,439,"2005-05-30 05:43:02",2,"2006-02-16 02:30:53","2 days 22:06:00"
368,"2005-05-27 07:42:29",1247,361,"2005-06-04 11:20:29",2,"2006-02-16 02:30:53","8 days 03:38:00"
369,"2005-05-27 07:46:49",944,508,"2005-06-01 06:20:49",2,"2006-02-16 02:30:53","4 days 22:34:00"
370,"2005-05-27 07:49:43",3347,22,"2005-06-05 06:39:43",2,"2006-02-16 02:30:53","8 days 22:50:00"
371,"2005-05-27 08:08:18",1235,295,"2005-06-05 03:05:18",2,"2006-02-16 02:30:53","8 days 18:57:00"
372,"2005-05-27 08:13:58",4089,510,"2005-06-04 03:50:58",2,"2006-02-16 02:30:53","7 days 19:37:00"
373,"2005-05-27 08:16:25",1649,464,"2005-06-01 11:41:25",1,"2006-02-16 02:30:53","5 days 03:25:00"
374,"2005-05-27 08:26:30",4420,337,"2005-06-05 07:13:30",1,"2006-02-16 02:30:53","8 days 22:47:00"
375,"2005-05-27 08:49:21",1815,306,"2005-06-04 14:11:21",1,"2006-02-16 02:30:53","8 days 05:22:00"
376,"2005-05-27 08:58:15",3197,542,"2005-06-02 04:48:15",1,"2006-02-16 02:30:53","5 days 19:50:00"
377,"2005-05-27 09:04:05",3012,170,"2005-06-02 03:36:05",2,"2006-02-16 02:30:53","5 days 18:32:00"
378,"2005-05-27 09:23:22",2242,53,"2005-05-29 15:20:22",1,"2006-02-16 02:30:53","2 days 05:57:00"
379,"2005-05-27 09:25:32",3462,584,"2005-06-02 06:19:32",1,"2006-02-16 02:30:53","5 days 20:54:00"
380,"2005-05-27 09:34:39",1777,176,"2005-06-04 11:45:39",1,"2006-02-16 02:30:53","8 days 02:11:00"
381,"2005-05-27 09:43:25",2748,371,"2005-05-31 12:00:25",1,"2006-02-16 02:30:53","4 days 02:17:00"
382,"2005-05-27 10:12:00",4358,183,"2005-05-31 15:03:00",1,"2006-02-16 02:30:53","4 days 04:51:00"
383,"2005-05-27 10:12:20",955,298,"2005-06-03 10:37:20",1,"2006-02-16 02:30:53","7 days 00:25:00"
384,"2005-05-27 10:18:20",910,371,"2005-06-02 09:21:20",2,"2006-02-16 02:30:53","5 days 23:03:00"
385,"2005-05-27 10:23:25",1565,213,"2005-05-30 15:27:25",2,"2006-02-16 02:30:53","3 days 05:04:00"
386,"2005-05-27 10:26:31",1288,109,"2005-05-30 08:32:31",1,"2006-02-16 02:30:53","2 days 22:06:00"
387,"2005-05-27 10:35:27",2684,506,"2005-06-01 13:37:27",2,"2006-02-16 02:30:53","5 days 03:02:00"
388,"2005-05-27 10:37:27",434,28,"2005-05-30 05:45:27",1,"2006-02-16 02:30:53","2 days 19:08:00"
389,"2005-05-27 10:45:41",691,500,"2005-06-05 06:22:41",2,"2006-02-16 02:30:53","8 days 19:37:00"
390,"2005-05-27 11:02:26",3759,48,"2005-06-02 16:09:26",2,"2006-02-16 02:30:53","6 days 05:07:00"
391,"2005-05-27 11:03:55",2193,197,"2005-06-01 11:59:55",2,"2006-02-16 02:30:53","5 days 00:56:00"
392,"2005-05-27 11:14:42",263,359,"2005-06-01 14:28:42",2,"2006-02-16 02:30:53","5 days 03:14:00"
393,"2005-05-27 11:18:25",145,251,"2005-05-28 07:10:25",2,"2006-02-16 02:30:53","19:52:00"
394,"2005-05-27 11:26:11",1890,274,"2005-06-03 16:44:11",2,"2006-02-16 02:30:53","7 days 05:18:00"
395,"2005-05-27 11:45:49",752,575,"2005-05-31 13:42:49",1,"2006-02-16 02:30:53","4 days 01:57:00"
396,"2005-05-27 11:47:04",1020,112,"2005-05-29 10:14:04",1,"2006-02-16 02:30:53","1 day 22:27:00"
397,"2005-05-27 12:29:02",4193,544,"2005-05-28 17:36:02",2,"2006-02-16 02:30:53","1 day 05:07:00"
398,"2005-05-27 12:44:03",1686,422,"2005-06-02 08:19:03",1,"2006-02-16 02:30:53","5 days 19:35:00"
399,"2005-05-27 12:48:38",553,204,"2005-05-29 15:27:38",1,"2006-02-16 02:30:53","2 days 02:39:00"
400,"2005-05-27 12:51:44",258,249,"2005-05-31 08:34:44",2,"2006-02-16 02:30:53","3 days 19:43:00"
401,"2005-05-27 12:57:55",2179,46,"2005-05-29 17:55:55",2,"2006-02-16 02:30:53","2 days 04:58:00"
402,"2005-05-27 13:17:18",461,354,"2005-05-30 08:53:18",2,"2006-02-16 02:30:53","2 days 19:36:00"
403,"2005-05-27 13:28:52",3983,424,"2005-05-29 11:47:52",2,"2006-02-16 02:30:53","1 day 22:19:00"
404,"2005-05-27 13:31:51",1293,168,"2005-05-30 16:58:51",1,"2006-02-16 02:30:53","3 days 03:27:00"
405,"2005-05-27 13:32:39",4090,272,"2005-06-05 18:53:39",2,"2006-02-16 02:30:53","9 days 05:21:00"
406,"2005-05-27 13:46:46",2136,381,"2005-05-30 12:43:46",1,"2006-02-16 02:30:53","2 days 22:57:00"
407,"2005-05-27 13:57:38",1077,44,"2005-05-31 18:23:38",1,"2006-02-16 02:30:53","4 days 04:26:00"
408,"2005-05-27 13:57:39",1438,84,"2005-05-28 11:57:39",1,"2006-02-16 02:30:53","22:00:00"
409,"2005-05-27 14:10:58",3652,220,"2005-06-02 10:40:58",2,"2006-02-16 02:30:53","5 days 20:30:00"
410,"2005-05-27 14:11:22",4010,506,"2005-06-02 20:06:22",2,"2006-02-16 02:30:53","6 days 05:55:00"
411,"2005-05-27 14:14:14",1434,388,"2005-06-03 17:39:14",1,"2006-02-16 02:30:53","7 days 03:25:00"
412,"2005-05-27 14:17:23",1400,375,"2005-05-29 15:07:23",2,"2006-02-16 02:30:53","2 days 00:50:00"
413,"2005-05-27 14:45:37",3516,307,"2005-06-03 11:11:37",1,"2006-02-16 02:30:53","6 days 20:26:00"
414,"2005-05-27 14:48:20",1019,219,"2005-05-31 14:39:20",2,"2006-02-16 02:30:53","3 days 23:51:00"
415,"2005-05-27 14:51:45",3698,304,"2005-05-28 19:07:45",2,"2006-02-16 02:30:53","1 day 04:16:00"
416,"2005-05-27 15:02:10",2371,222,"2005-05-29 10:34:10",2,"2006-02-16 02:30:53","1 day 19:32:00"
417,"2005-05-27 15:07:27",2253,475,"2005-05-29 20:01:27",2,"2006-02-16 02:30:53","2 days 04:54:00"
418,"2005-05-27 15:13:17",3063,151,"2005-06-04 12:05:17",2,"2006-02-16 02:30:53","7 days 20:52:00"
419,"2005-05-27 15:15:11",2514,77,"2005-06-02 11:53:11",1,"2006-02-16 02:30:53","5 days 20:38:00"
420,"2005-05-27 15:19:38",619,93,"2005-06-03 15:07:38",2,"2006-02-16 02:30:53","6 days 23:48:00"
421,"2005-05-27 15:30:13",2985,246,"2005-06-04 13:19:13",2,"2006-02-16 02:30:53","7 days 21:49:00"
422,"2005-05-27 15:31:55",1152,150,"2005-06-01 11:47:55",2,"2006-02-16 02:30:53","4 days 20:16:00"
423,"2005-05-27 15:32:57",1783,284,"2005-06-02 19:03:57",1,"2006-02-16 02:30:53","6 days 03:31:00"
424,"2005-05-27 15:34:01",2815,35,"2005-06-05 09:44:01",1,"2006-02-16 02:30:53","8 days 18:10:00"
425,"2005-05-27 15:51:30",1518,182,"2005-06-03 16:52:30",2,"2006-02-16 02:30:53","7 days 01:01:00"
426,"2005-05-27 15:56:57",1103,522,"2005-06-05 11:45:57",1,"2006-02-16 02:30:53","8 days 19:49:00"
427,"2005-05-27 16:10:04",1677,288,"2005-06-05 13:22:04",2,"2006-02-16 02:30:53","8 days 21:12:00"
428,"2005-05-27 16:10:58",3349,161,"2005-05-31 17:24:58",2,"2006-02-16 02:30:53","4 days 01:14:00"
429,"2005-05-27 16:21:26",129,498,"2005-06-05 20:23:26",2,"2006-02-16 02:30:53","9 days 04:02:00"
430,"2005-05-27 16:22:10",1920,190,"2005-06-05 13:10:10",1,"2006-02-16 02:30:53","8 days 20:48:00"
431,"2005-05-27 16:31:05",4507,334,"2005-06-05 11:29:05",1,"2006-02-16 02:30:53","8 days 18:58:00"
432,"2005-05-27 16:40:29",1119,46,"2005-05-29 16:20:29",1,"2006-02-16 02:30:53","1 day 23:40:00"
433,"2005-05-27 16:40:40",4364,574,"2005-05-30 19:55:40",2,"2006-02-16 02:30:53","3 days 03:15:00"
434,"2005-05-27 16:54:27",3360,246,"2005-06-04 22:26:27",1,"2006-02-16 02:30:53","8 days 05:32:00"
435,"2005-05-27 17:17:09",3328,3,"2005-06-02 11:20:09",2,"2006-02-16 02:30:53","5 days 18:03:00"
436,"2005-05-27 17:21:04",4317,267,"2005-05-30 21:26:04",2,"2006-02-16 02:30:53","3 days 04:05:00"
437,"2005-05-27 17:47:22",1800,525,"2005-06-05 14:22:22",2,"2006-02-16 02:30:53","8 days 20:35:00"
438,"2005-05-27 17:52:34",4260,249,"2005-06-05 22:23:34",2,"2006-02-16 02:30:53","9 days 04:31:00"
439,"2005-05-27 17:54:48",354,319,"2005-06-02 23:01:48",2,"2006-02-16 02:30:53","6 days 05:07:00"
440,"2005-05-27 18:00:35",4452,314,"2005-05-29 16:15:35",1,"2006-02-16 02:30:53","1 day 22:15:00"
441,"2005-05-27 18:11:05",1578,54,"2005-05-30 22:45:05",1,"2006-02-16 02:30:53","3 days 04:34:00"
442,"2005-05-27 18:12:13",1457,403,"2005-05-30 12:30:13",2,"2006-02-16 02:30:53","2 days 18:18:00"
443,"2005-05-27 18:35:20",2021,547,"2005-06-04 18:58:20",1,"2006-02-16 02:30:53","8 days 00:23:00"
444,"2005-05-27 18:39:15",723,239,"2005-06-01 15:56:15",1,"2006-02-16 02:30:53","4 days 21:17:00"
445,"2005-05-27 18:42:57",1757,293,"2005-05-30 22:35:57",2,"2006-02-16 02:30:53","3 days 03:53:00"
446,"2005-05-27 18:48:41",1955,401,"2005-06-03 16:42:41",2,"2006-02-16 02:30:53","6 days 21:54:00"
447,"2005-05-27 18:57:02",3890,133,"2005-06-05 18:38:02",1,"2006-02-16 02:30:53","8 days 23:41:00"
448,"2005-05-27 19:03:08",2671,247,"2005-06-03 20:28:08",2,"2006-02-16 02:30:53","7 days 01:25:00"
449,"2005-05-27 19:13:15",2469,172,"2005-06-04 01:08:15",2,"2006-02-16 02:30:53","7 days 05:55:00"
450,"2005-05-27 19:18:54",1343,247,"2005-06-05 23:52:54",1,"2006-02-16 02:30:53","9 days 04:34:00"
451,"2005-05-27 19:27:54",205,87,"2005-05-29 01:07:54",2,"2006-02-16 02:30:53","1 day 05:40:00"
452,"2005-05-27 19:30:33",2993,127,"2005-05-30 20:53:33",2,"2006-02-16 02:30:53","3 days 01:23:00"
453,"2005-05-27 19:31:16",4425,529,"2005-05-29 23:06:16",1,"2006-02-16 02:30:53","2 days 03:35:00"
